Num,Sat,ValX,ValY
135,7,220,87.97
135,7,240,89.36
135,7,250,90.06
135,7,255,90.41
136,7,0,51.1
136,7,20,55.27
136,7,40,56.51
136,7,60,57.73
136,7,80,58.95
136,7,100,60.17
136,7,120,61.38
136,7,140,62.59
136,7,160,63.8
136,7,180,65.02
136,7,200,66.23
136,7,220,67.45
136,7,240,68.67
136,7,250,69.29
136,7,255,69.6
144,7,0,0
144,7,255,5.1
145,7,0,0
145,7,27,0
145,7,28,0.007
145,7,255,3.28
150,7,0,0
150,7,255,99.99
160,7,0,0
160,7,53,1.06
160,7,122,2.44
160,7,180,3.6
160,7,238,4.76
160,7,255,5.09
193,7,0,-120
193,7,185,-120
193,7,191,-118
193,7,199,-115
193,7,203,-113
193,7,209,-110
193,7,211,-108
193,7,222,-100
193,7,230,-90
193,7,241,-70
193,7,245,-50
193,7,255,-50
195,7,0,0
195,7,191,2180
195,7,255,2915
196,7,0,0
196,7,176,1765
196,7,255,2564
197,7,0,60
197,7,32,60
197,7,58,45
197,7,80,35
197,7,107,25
197,7,130,15
197,7,157,5
197,7,195,-10
197,7,203,-15
197,7,220,-25
197,7,233,-40
197,7,255,-40
199,7,0,150
199,7,89,150
199,7,98,120
199,7,106,100
199,7,116,50
199,7,123,20
199,7,128,0
199,7,132,-20
199,7,139,-50
199,7,149,-100
199,7,158,-150
199,7,255,-150
200,7,0,-120
200,7,205,-120
200,7,209,-118
200,7,214,-115
200,7,217,-113
200,7,221,-110
200,7,223,-108
200,7,231,-100
200,7,236,-90
200,7,243,-70
200,7,246,-50
200,7,255,-50
194,7,0,-120
194,7,185,-120
194,7,191,-118
194,7,199,-115
194,7,203,-113
194,7,209,-110
194,7,211,-108
194,7,222,-100
194,7,230,-90
194,7,241,-70
194,7,245,-50
194,7,255,-50
